Date,Open,High,Low,Close,Volume,VWAP,TWAP
2016-05-18,454.81317332,456.88561813,454.60930089,455.82113373,455360.25871277,455.95065644,455.94826652
2016-05-17,454.21778314,455.89317121,454.15374446,454.89081937,439403.75961921,455.15162511,455.15138637
2016-05-16,457.96759059,459.51000323,452.84337713,454.493541,442728.92389361,457.57687148,457.60821291
2016-05-15,455.89237341,459.4651041,455.89237341,457.80471315,417021.635852,457.40156159,457.38509251
2016-05-14,456.15883507,458.24690836,455.0934245,455.82279797,398402.50681111,456.69565239,456.6881858
2016-05-13,455.01520577,457.44258867,454.13416805,456.6550878,447355.23877738,455.91127209,455.92342787
2016-05-12,454.12113318,456.17978529,450.5699133,455.49345998,494400.99164273,453.15648708,453.15549375
2016-05-11,452.15934448,455.23202661,451.7657246,454.13347467,478952.08760662,454.18720733,454.18588411
2016-05-10,460.36981277,462.48272543,450.28073854,451.51999829,521127.45473752,456.04229991,456.1890011
2016-05-09,456.66956568,462.51708398,455.78038893,460.64796337,475537.41691705,458.53349148,458.43930871
2016-05-08,457.98388307,458.70735018,454.95200378,457.63322086,438997.31205868,457.26553125,457.25923837
2016-05-07,458.23830387,459.89931493,456.61777118,458.00646467,471204.90050908,458.24409428,458.24186677
2016-05-06,447.62498774,459.49071802,446.28174447,457.46527624,522985.74538788,451.66556872,451.53193686
2016-05-05,447.27263077,449.52923195,445.38076395,447.1889761,472305.36632401,447.35697321,447.35683712
2016-05-04,450.21374777,450.4178754,445.69482518,446.93091132,493496.68439608,448.01297085,447.99251707
2016-05-03,445.09849267,450.90973903,443.2640709,450.0830394,535272.19216422,447.1793504,447.21052685
2016-05-02,452.08996538,454.15081501,442.24317425,445.42046022,564896.17508861,447.50135239,447.81796789
2016-05-01,447.76449929,453.39290977,446.91840174,451.69043317,459537.48888566,450.82932869,450.81811819
2016-04-30,454.53042783,455.33898801,447.30671672,447.8240554,491988.74614263,452.30998248,452.33611676
2016-04-29,451.18017257,455.68014206,445.56441539,454.7752452,496768.41693299,450.65355644,450.70184836
2016-04-28,446.02626585,451.09935021,437.33785326,449.8823186,605308.22737503,444.44714215,444.48763837
2016-04-27,464.74667898,466.85352794,444.6833563,444.6833563,612765.87448525,459.54958317,459.76512437
2016-04-26,460.10049425,467.22150598,460.10049425,465.09920779,567898.39173927,463.45551327,463.46560539
2016-04-25,458.17951249,465.51612205,454.74304832,460.71918451,624772.37506816,459.14824684,459.07247199
2016-04-24,451.12087646,459.22334392,450.09327124,458.23992061,550211.72813021,454.06712432,454.01262377
2016-04-23,445.9904272,451.25327939,444.19235683,450.43784231,486522.7329612,446.78604093,446.79164183
2016-04-22,450.5281738,450.85399015,444.41987121,445.24668129,520484.45132866,446.31769483,446.33574001
2016-04-21,443.64622473,450.96744941,442.98820532,449.60915472,498575.47664801,445.74180982,445.7805606
2016-04-20,437.37525456,445.2410614,437.31382469,443.57387008,530183.42101861,440.0917809,439.9649385
2016-04-19,431.08565578,438.76921229,430.63555412,437.66391123,454342.41665979,432.09957581,432.07704759
2016-04-18,428.88853732,431.71399942,428.88853732,431.71399942,430918.71033537,430.41996527,430.42100584
2016-04-17,431.09982218,432.63351747,427.71972802,429.04997184,423024.6548841,430.20583593,430.20438817
2016-04-16,430.76784398,434.47011528,429.91068072,431.1238691,436975.34295893,431.75441644,431.74336778
2016-04-15,425.93908396,430.93929705,425.84821342,430.81020169,467364.94126978,428.7215907,428.65659238
2016-04-14,425.34129043,426.97218235,424.62153063,425.77745385,432662.60040696,425.76415569,425.76269472
2016-04-13,427.41539722,428.90359912,423.79432996,425.06609062,472626.94715633,426.09541462,426.09465396
2016-04-12,424.03430472,429.29082806,424.03430472,427.21917464,500130.52054074,427.18429122,427.15707227
2016-04-11,422.50296895,424.00350518,420.49151922,423.90586385,448181.87032494,423.0240451,423.00727786
2016-04-10,419.36068488,422.91009763,418.38851461,422.35033028,409634.6622351,421.00196704,420.96943043
2016-04-09,419.50043333,419.79230254,412.18565779,419.30029011,427974.4148884,418.00820827,418.03565921
2016-04-08,423.6713062,425.78666542,418.40560051,419.57962952,488320.4308239,423.68121514,423.72290098
2016-04-07,424.20151379,424.84689265,421.13910996,423.39532344,483340.50823777,423.4800898,423.4855538
2016-04-06,425.1554347,425.73706339,423.11768886,424.44539018,462858.35820185,424.54339,424.54565065
2016-04-05,421.62673993,425.72435851,421.23324663,425.19491431,454827.67317886,424.03842486,424.02378476
2016-04-04,421.31390474,422.29207262,420.32228202,421.70830514,439927.95194336,421.43416632,421.43557647
2016-04-03,421.59165785,422.02403019,419.7733594,421.37460367,412152.20096178,420.84315888,420.83977144
2016-04-02,418.40661267,423.41616728,418.40661267,421.24059517,425157.0391324,421.37312566,421.36980759
2016-04-01,418.0915817,419.40916574,416.66210098,417.83678216,439016.21152914,417.71454815,417.71050311
2016-03-31,415.69452286,419.69361565,415.69452286,418.33592301,478122.71504684,418.47110647,418.45478575
2016-03-30,416.92006901,417.52481591,413.0005867,415.68678114,451622.0373693,415.8358462,415.81952457
2016-03-29,426.59540899,429.30102066,409.99392414,416.94351059,552348.07948664,420.54962112,420.96649387
2016-03-28,428.63048334,430.18432627,425.54123508,426.30462173,480589.0603206,428.01954663,428.02113536
2016-03-27,419.58940161,431.56712127,418.97169373,429.13352428,481000.1138841,423.43082385,423.09149916
2016-03-26,419.05632341,420.41428382,418.64021859,419.37999972,419067.7934046,419.43601966,419.43441012
2016-03-25,418.80963101,420.23613577,416.5810147,419.20108132,444302.26849333,419.08099974,419.08703145
2016-03-24,420.13975776,420.46533913,416.50755714,418.63496472,470042.41270839,418.85364394,418.86403015
2016-03-23,421.17052928,422.55590834,419.49232902,420.31140614,458913.47754525,420.69944148,420.69265472
2016-03-22,414.44093602,421.43471789,414.17816552,420.82457814,487008.167997,419.37515645,419.33174002
2016-03-21,415.42800773,415.76228796,411.26227719,414.5948589,449450.03094405,413.61733689,413.60403072
2016-03-20,410.27674113,416.23901037,410.27674113,415.37669985,434415.27158281,413.74286254,413.75122296
2016-03-19,410.22608395,411.30954385,407.28840006,410.39083576,460259.22880164,409.78690332,409.75236501
2016-03-18,421.96336857,422.30654104,406.30257385,410.48384199,538894.17853149,416.08424633,416.37165633
2016-03-17,420.83811385,423.23916833,419.9796499,422.23578351,466530.4865056,421.96501497,421.95526484
2016-03-16,420.33225379,421.0702617,418.78475408,420.8919746,470780.52907417,419.65170717,419.64840004
2016-03-15,420.48319314,422.13839172,417.88972344,419.90828596,476170.27338857,420.34002897,420.3473301
2016-03-14,417.55396722,422.26540813,417.55396722,420.84449091,479338.25587272,419.84164501,419.84634152
2016-03-13,417.29215885,421.26722829,415.08319559,417.12862229,438386.33978253,418.37806909,418.37462231
2016-03-12,426.54516059,426.72879218,414.99733685,416.2414198,502026.47449194,420.05871267,420.07611771
2016-03-11,420.56808046,427.58244126,419.3477834,426.48502251,508176.36453256,424.76519375,424.71566586
2016-03-10,418.45085617,420.71083681,416.42392565,419.51259886,504243.71574494,418.49216808,418.46943125
2016-03-09,418.87411363,419.77296451,414.07572324,418.13319675,502159.21781106,417.42242438,417.4240211
2016-03-08,419.25094038,421.71946562,416.34637499,418.72634359,525469.7979596,418.83339663,418.84023338
2016-03-07,414.97278288,420.47914696,413.55139015,418.88395325,541445.7086228,417.23778915,417.22308807
2016-03-06,405.40213691,418.15825632,399.96088597,414.65568342,552332.34242911,411.54394119,411.77493164
2016-03-05,412.99681659,416.2631108,398.67383362,404.66469491,669300.64813277,410.16350152,410.43183087
2016-03-04,425.51470978,428.80366031,413.73338155,413.73338155,560339.09440653,425.31268594,425.32773014
2016-03-03,429.45687253,430.76939737,423.49495989,425.57550306,596040.08820756,427.03225982,427.04661658
2016-03-02,441.64812911,442.82416377,428.65356379,428.65356379,563737.96837691,438.23365171,438.24463469
2016-03-01,444.50679557,445.40229423,438.35071379,441.50060335,572084.86933762,441.68667703,441.69557743
2016-02-29,438.59807236,444.62313771,434.84535382,439.95345394,1456725.67722445,439.11975289,439.2078316
2016-02-28,437.43227783,441.05749235,428.2409336,435.34079502,753284.52864979,434.46835608,434.10991184
2016-02-27,437.31307942,438.39675997,432.20163496,433.29067666,811518.21597316,434.10660902,434.29071696
2016-02-26,430.28441979,435.00715058,426.9345611,435.00715058,506574.01518792,430.27048991,430.26296964
2016-02-25,429.99983091,433.44604905,424.72880678,430.08362447,507271.04066161,429.16894532,429.17296099
2016-02-24,426.72399468,430.59613125,419.87920162,429.75100792,519620.67670945,426.72358035,426.77055045
2016-02-23,445.10655113,446.73602557,423.05639462,426.25166515,593044.4751471,433.49565944,434.17153245
2016-02-22,446.69724672,446.79485699,440.19115635,444.39665299,548478.53531442,443.60274744,443.63657942
2016-02-21,444.33638578,454.73333046,435.49281398,445.83012867,604305.32838633,445.58333348,445.67181857
2016-02-20,429.94311868,447.86084584,429.94311868,443.37559583,603887.41071324,438.23485014,437.66070844
2016-02-19,430.32068603,431.23459413,425.33477856,429.19595434,488131.49350529,429.18788444,429.18599867
2016-02-18,424.68077999,433.75099304,423.52170939,429.82568022,537049.13051308,428.55194843,428.55186901
2016-02-17,417.29706317,428.54704693,415.8591889,424.41311213,540467.7944554,422.85822931,422.73347057
2016-02-16,414.86613537,418.22247462,413.16472969,416.77268233,511460.63758051,415.91742413,415.91549685
2016-02-15,418.14463237,421.50694319,410.59759787,413.86565169,552582.26130845,416.46443576,416.5469612
2016-02-14,402.03354404,416.31455923,402.03354404,416.31455923,537654.74082307,409.45110104,409.28082847
2016-02-13,393.82365898,400.37752631,393.75453495,400.37752631,426037.79414842,398.25035059,398.2391719
2016-02-12,390.47201563,394.84862951,389.94197296,393.35914524,441594.40566729,392.15177791,392.15182652
2016-02-11,391.22100246,392.55920721,387.40243329,389.68720007,460896.65072941,390.72613006,390.70148948
2016-02-10,385.50247559,393.71531933,384.80671272,390.62574198,484481.43440649,388.79711237,388.68446622
2016-02-09,383.60914116,386.13414129,383.21393928,385.09485108,408714.35819014,384.23866774,384.24007227
2016-02-08,385.37115419,387.70519034,383.18456936,383.3960545,429666.61908376,385.65123595,385.6877474
2016-02-07,383.88202542,389.7308751,383.74906984,385.14995219,395454.28406593,385.66596537,385.67980833
2016-02-06,392.94565332,393.04809187,381.41884195,383.91685409,471231.06929321,384.95700822,384.97654732
2016-02-05,394.5219893,395.49392184,390.24418473,392.45783257,466762.12877234,392.94479847,392.93692607
2016-02-04,376.15539784,395.23584981,375.60747307,394.19774289,526704.39743775,383.74040576,383.34519238
2016-02-03,380.04460717,380.45140475,373.90566744,375.73363119,448821.10438362,378.17592128,378.20963307
2016-02-02,378.92948345,381.7877723,378.92948345,379.78136844,431254.2375795,380.20376861,380.1999589
2016-02-01,374.74330211,384.4557607,373.64756987,379.04818419,496196.02703485,379.25553572,379.19264991
2016-01-31,383.35414507,384.94657167,373.42080551,373.69434217,413684.33665923,383.556536,383.54326987
2016-01-30,383.9706487,385.66762662,382.01756469,383.34724219,438322.55992869,383.97372237,383.93484867
2016-01-29,384.23678529,387.53733299,369.99104146,384.37334815,624118.95376562,381.02991946,380.81944933
2016-01-28,398.94512082,399.77337444,383.09892812,384.47089539,503154.55619095,387.56649151,387.72589778
2016-01-27,396.58650013,400.55830272,395.09026986,398.81673757,436187.62947196,398.13667144,398.13477619
2016-01-26,395.0200018,400.57326465,393.04217959,397.1655968,466474.27623298,396.50461985,396.50402806
2016-01-25,406.37145832,406.37145832,392.10965626,395.1798248,503138.43095131,400.37820972,400.35164125
2016-01-24,389.85888366,408.37692962,389.85888366,406.03624485,501247.73240998,399.96291459,399.85526191
2016-01-23,383.88948494,395.56920774,383.41664885,390.00663227,529515.53615394,390.70885093,390.7395255
2016-01-22,414.26867586,414.65157183,380.40551932,383.83211344,679719.42117082,395.99547594,396.60430751
2016-01-21,423.80776059,427.28911726,410.78846885,414.37703857,587816.52366079,419.04654046,418.79420541
2016-01-20,384.742942,428.32947524,381.77687479,424.42779457,740865.43861759,400.31068135,397.90058001
2016-01-19,389.62411884,389.98250886,382.98882313,384.95325128,480603.05443177,386.6652597,386.67538775
2016-01-18,385.00984005,390.19081413,380.50282265,389.42799697,516651.47407907,386.76209302,386.72779482
2016-01-17,388.79328155,391.40055878,382.44376636,385.41643881,521407.84673879,387.52438998,387.55705128
2016-01-16,362.13624904,391.13500632,357.951774,388.60185924,799512.07739441,373.61153245,373.658355
2016-01-15,429.14935746,429.14935746,368.20375391,368.23472992,858088.08128194,405.02947646,407.67658794
2016-01-14,431.6929435,431.9851402,427.23232025,429.08580843,454380.83134367,429.65274529,429.64304385
2016-01-13,433.18046743,434.65516013,420.71346036,431.88082278,817457.43267438,428.76903383,428.81214922
2016-01-12,447.67116386,448.55516318,437.69664405,437.69664405,608284.01968628,445.88827403,445.90361985
2016-01-11,445.24443303,450.82184528,442.64146155,447.75542956,403103.87430003,446.73052885,446.74124817
2016-01-10,447.81096817,447.81096817,437.55059372,445.28389619,402615.05256835,442.25371064,442.24965189
2016-01-09,454.63913916,455.50701087,445.55004392,447.22324994,423087.74854441,449.8124742,449.76577532
2016-01-08,458.3787596,462.27420402,449.65425555,454.34662355,522006.16622563,455.34198096,455.26518795
2016-01-07,430.12875204,459.24357101,427.41796073,458.35845028,607501.42345815,447.9627852,447.20030837
2016-01-06,432.59961526,432.65141049,425.17183445,430.03307014,437268.62633235,430.0957645,430.1032256
2016-01-05,433.98927014,435.06086659,431.12327232,432.7583995,431116.21895973,433.25083065,433.25876367
2016-01-04,431.6186351,435.21030318,430.48010951,434.19400936,342803.18444907,432.82447533,432.8743725
2016-01-03,435.79283081,436.53254087,426.16142392,431.37373996,447572.81624976,432.20793881,432.22255489
2016-01-02,437.06998716,438.39891544,433.50968811,436.01589954,439274.94763151,435.72423015,435.72760164
2016-01-01,432.58043688,439.60867796,430.30073303,436.85734345,471939.17705307,434.9284762,434.94034805
2015-12-31,428.41422,434.6916278,419.22321663,432.60026502,501161.03645168,427.62861565,427.62933494
2015-12-30,436.54584282,436.75027663,423.83245618,428.46666732,510181.16493789,431.44591765,431.47866077
2015-12-29,424.15478512,436.53837445,422.24914788,436.53837445,528709.50030606,427.50362614,427.47528459
2015-12-28,420.38548312,428.90525912,419.69773203,424.76546958,555729.03211507,424.78190344,424.78887858
2015-12-27,413.4253897,422.41045851,405.28325308,420.14601353,549790.85991393,414.65806109,415.02886885
2015-12-26,461.72270389,463.39257881,402.29242361,414.31720949,804166.6680802,425.96529028,429.00741995
2015-12-25,461.30615249,464.29301502,459.05435468,461.34543409,494560.34559606,461.68206859,461.64666808
2015-12-24,448.65305397,462.9590366,448.24198113,461.57957807,576560.73161439,459.64462626,459.52129757
2015-12-23,444.98991257,449.93848515,444.98991257,447.88638591,520263.96073758,447.89318736,447.90479352
2015-12-22,446.38037381,450.20703611,443.33386172,444.7732706,568889.61861099,446.99748935,446.96659642
2015-12-21,451.57583725,451.57583725,433.93883866,446.71553467,661741.71923769,445.3397874,445.28143854
2015-12-20,470.77625,470.87471276,441.21258335,451.10077734,633629.6810949,461.91496954,462.60695718
2015-12-19,470.70013101,472.62498575,466.32251793,470.59812527,517219.03704533,470.653055,470.6477557
2015-12-18,463.94114341,472.76883475,462.99336559,470.27125232,579862.31048074,467.81180231,467.74859509
2015-12-17,462.40191715,464.59588702,457.38639435,464.05375527,535178.40167872,462.28918377,462.39253031
2015-12-16,473.21542144,473.21542144,449.84122319,462.15019808,740340.04432055,463.27172503,463.37659905
